id,timestamp,temperature,duration
37390,2019-06-05 23:08:31.407799,1540.2466863137947,0 days 00:27:41.382812755
37391,2019-06-05 23:08:32.407799,1569.253896998385,0 days 00:25:17.135974823
37392,2019-06-05 23:08:33.407799,1529.0767608782817,0 days 00:34:14.439860088
37393,2019-06-05 23:08:34.407799,1568.6095043087314,0 days 00:31:53.481645923
37394,2019-06-05 23:08:35.407799,1573.7866596796416,0 days 00:33:13.891946711
37395,2019-06-05 23:08:36.407799,1565.6464362850922,0 days 00:31:19.217825034
37396,2019-06-05 23:08:37.407799,1568.8841917300315,0 days 00:34:24.178548067
37397,2019-06-05 23:08:38.407799,1551.3254372495473,0 days 00:33:42.012587328
37398,2019-06-05 23:08:39.407799,1551.1788584343853,0 days 00:31:04.492925681
37399,2019-06-05 23:08:40.407799,1536.2340717168415,0 days 00:34:43.311052077
37400,2019-06-05 23:08:41.407799,1551.2567969708118,0 days 00:31:01.727978901
37401,2019-06-05 23:08:42.407799,1571.9887507050112,0 days 00:25:41.738557164
37402,2019-06-05 23:08:43.407799,1526.9777839101323,0 days 00:27:05.992559178
37403,2019-06-05 23:08:44.407799,1568.6404490051962,0 days 00:28:35.323348899
37404,2019-06-05 23:08:45.407799,1563.6205482129849,0 days 00:30:34.136307498
37405,2019-06-05 23:08:46.407799,1552.6324699430747,0 days 00:26:42.045578665
37406,2019-06-05 23:08:47.407799,1535.1960260449016,0 days 00:31:18.417440633
37407,2019-06-05 23:08:48.407799,1526.8239952160407,0 days 00:34:11.483467015
37408,2019-06-05 23:08:49.407799,1545.5279476034345,0 days 00:34:05.603734268
37409,2019-06-05 23:08:50.407799,1554.156934606816,0 days 00:32:16.653362551
37410,2019-06-05 23:08:51.407799,1540.8435314044086,0 days 00:33:52.263558850
37411,2019-06-05 23:08:52.407799,1552.9373534570682,0 days 00:33:01.224019018
37412,2019-06-05 23:08:53.407799,1541.8803085936947,0 days 00:28:46.224524889
37413,2019-06-05 23:08:54.407799,1548.2839561426267,0 days 00:28:02.101382409
37414,2019-06-05 23:08:55.407799,1532.6187162680883,0 days 00:29:05.223005491
37415,2019-06-05 23:08:56.407799,1535.2388093636498,0 days 00:32:33.582523969
37416,2019-06-05 23:08:57.407799,1566.6316694576703,0 days 00:26:02.680033206
37417,2019-06-05 23:08:58.407799,1562.75199762603,0 days 00:32:33.828178650
37418,2019-06-05 23:08:59.407799,1569.0406552329134,0 days 00:29:37.333390124
37419,2019-06-05 23:09:00.407799,1539.8203344636877,0 days 00:32:11.319825020
37420,2019-06-05 23:09:01.407799,1565.088269126073,0 days 00:31:02.506944972
37421,2019-06-05 23:09:02.407799,1566.8915923821176,0 days 00:29:39.584208335
37422,2019-06-05 23:09:03.407799,1569.2085459300906,0 days 00:32:51.076175873
37423,2019-06-05 23:09:04.407799,1542.351212844137,0 days 00:28:27.465827531
37424,2019-06-05 23:09:05.407799,1573.2466129696638,0 days 00:27:47.245062270
37425,2019-06-05 23:09:06.407799,1546.1465726193994,0 days 00:33:30.264760119
37426,2019-06-05 23:09:07.407799,1564.7068932449336,0 days 00:27:28.088540896
37427,2019-06-05 23:09:08.407799,1572.7598457783529,0 days 00:28:15.645645126
37428,2019-06-05 23:09:09.407799,1562.3911895675426,0 days 00:31:05.102040155
37429,2019-06-05 23:09:10.407799,1567.7152943958429,0 days 00:31:39.577009359
37430,2019-06-05 23:09:11.407799,1535.7771234528677,0 days 00:31:13.024924313
37431,2019-06-05 23:09:12.407799,1566.4224500298724,0 days 00:33:37.461774299
37432,2019-06-05 23:09:13.407799,1547.9101687142627,0 days 00:31:06.294035753
37433,2019-06-05 23:09:14.407799,1533.5432036297364,0 days 00:32:39.335246258
37434,2019-06-05 23:09:15.407799,1572.0495397007996,0 days 00:30:30.013575796
37435,2019-06-05 23:09:16.407799,1560.954387515132,0 days 00:25:07.120265562
37436,2019-06-05 23:09:17.407799,1563.3279857933073,0 days 00:32:57.545602535
37437,2019-06-05 23:09:18.407799,1537.7967672634109,0 days 00:32:09.930026945
37438,2019-06-05 23:09:19.407799,1529.8978238234326,0 days 00:27:01.426869447
37439,2019-06-05 23:09:20.407799,1556.8368987102308,0 days 00:32:59.580898898
37440,2019-06-05 23:09:21.407799,1556.8941182331027,0 days 00:32:07.291480357
37441,2019-06-05 23:09:22.407799,1566.004745133202,0 days 00:26:50.419342207
37442,2019-06-05 23:09:23.407799,1571.4402454653919,0 days 00:34:57.137553688
37443,2019-06-05 23:09:24.407799,1529.1119237839523,0 days 00:26:29.199601237
37444,2019-06-05 23:09:25.407799,1562.01290493256,0 days 00:27:32.396835247
37445,2019-06-05 23:09:26.407799,1573.5902237386058,0 days 00:29:31.784843822
37446,2019-06-05 23:09:27.407799,1574.41833936257,0 days 00:30:08.828328417
37447,2019-06-05 23:09:28.407799,1568.920039609606,0 days 00:28:05.414430756
37448,2019-06-05 23:09:29.407799,1568.9356766250896,0 days 00:32:46.819881234
37449,2019-06-05 23:09:30.407799,1574.8378030070392,0 days 00:34:24.857025975
37450,2019-06-05 23:09:31.407799,1526.4769084430313,0 days 00:30:28.174694816
37451,2019-06-05 23:09:32.407799,1536.700362355247,0 days 00:30:16.889278119
37452,2019-06-05 23:09:33.407799,1531.3506983313848,0 days 00:30:12.244356064
37453,2019-06-05 23:09:34.407799,1549.2847919306873,0 days 00:34:47.354582062
37454,2019-06-05 23:09:35.407799,1550.8770193622745,0 days 00:29:55.487756899
37455,2019-06-05 23:09:36.407799,1528.3062404901377,0 days 00:32:32.560675713
37456,2019-06-05 23:09:37.407799,1555.9055600103218,0 days 00:31:52.356921014
37457,2019-06-05 23:09:38.407799,1541.2529977336726,0 days 00:29:29.759865959
37458,2019-06-05 23:09:39.407799,1554.1348161013116,0 days 00:32:15.324629469
37459,2019-06-05 23:09:40.407799,1552.1750865773286,0 days 00:30:12.254517422
37460,2019-06-05 23:09:41.407799,1530.4918471216333,0 days 00:25:02.014060131
37461,2019-06-05 23:09:42.407799,1549.5462036435451,0 days 00:29:26.903662629
37462,2019-06-05 23:09:43.407799,1545.7896085229147,0 days 00:32:53.865903767
37463,2019-06-05 23:09:44.407799,1526.4069823788764,0 days 00:34:55.720844407
37464,2019-06-05 23:09:45.407799,1544.5956836221264,0 days 00:30:16.284299819
37465,2019-06-05 23:09:46.407799,1541.5845383321835,0 days 00:26:50.273451019
37466,2019-06-05 23:09:47.407799,1569.856428092655,0 days 00:25:20.863522287
37467,2019-06-05 23:09:48.407799,1526.4603455158149,0 days 00:26:05.403329186
37468,2019-06-05 23:09:49.407799,1558.509915934117,0 days 00:27:24.675232204
37469,2019-06-05 23:09:50.407799,1551.8615342793537,0 days 00:26:10.413552761
37470,2019-06-05 23:09:51.407799,1564.6257475934406,0 days 00:28:41.273748545
37471,2019-06-05 23:09:52.407799,1556.457802263878,0 days 00:28:42.217102397
37472,2019-06-05 23:09:53.407799,1548.5624898728465,0 days 00:25:31.563744759
37473,2019-06-05 23:09:54.407799,1541.8347605929603,0 days 00:33:43.154612112
37474,2019-06-05 23:09:55.407799,1555.156163768589,0 days 00:27:31.851721562
37475,2019-06-05 23:09:56.407799,1573.722112462714,0 days 00:26:44.513414195
